ID	adj.P.Val	P.Value	t	B	logFC	miRNA_ID	SPOT_ID	SPOT_ID.1
A_25_P00016172	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3679-3p		
A_25_P00016174	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3681-5p		
A_25_P00016176	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3928-3p		
A_25_P00016178	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3616-3p		
A_25_P00016182	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3618		
A_25_P00016184	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3619-5p		
A_25_P00016188	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548y		
A_25_P00016190	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3674		
A_25_P00016192	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3677-3p		
A_25_P00016194	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3605-5p		
A_25_P00016196	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3614-5p		
A_25_P00016198	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-23c		
A_25_P00016202	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3691-5p		
A_25_P00016204	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3935		
A_25_P00016207	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3611		
A_25_P00016209	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3670		
A_25_P00016213	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3941		
A_25_P00016217	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3660		
A_25_P00016219	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3622b-5p		
A_25_P00016221	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3920		
A_25_P00016223	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3651		
A_25_P00016225	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3686		
A_25_P00016230	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3612		
A_25_P00016232	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3689a-5p		
A_25_P00016238	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3666		
A_25_P00016242	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3683		
A_25_P00016244	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548h-3p		
A_25_P00016246	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-676-5p		
A_25_P00016248	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3680-5p		
A_25_P00016251	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3671		
A_25_P00016253	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3936		
A_25_P00016256	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3659		
A_25_P00016258	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3911		
A_25_P00016260	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3646		
A_25_P00016262	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548aa		
A_25_P00016264	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3910		
A_25_P00016268	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3654		
A_25_P00016271	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3675-3p		
A_25_P00016279	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4509		
A_25_P00016285	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4755-5p		
A_25_P00016287	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3140-5p		
A_25_P00016289	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3173-5p		
A_25_P00016293	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4426		
A_25_P00016297	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4666a-3p		
A_25_P00016299	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4693-3p		
A_25_P00016301	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3529-5p		
A_25_P00016303	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4766-5p		
A_25_P00016305	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4686		
A_25_P00016307	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4790-5p		
A_25_P00016309	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4802-5p		
A_25_P00016315	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4525		
A_25_P00016317	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4645-3p		
A_25_P00016321	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4453		
A_25_P00016326	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4437		
A_25_P00016328	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3664-3p		
A_25_P00016330	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4664-5p		
A_25_P00016332	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4500		
A_25_P00016334	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4676-3p		
A_25_P00016336	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4706		
A_25_P00016338	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4467		
A_25_P00016341	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4670-3p		
A_25_P00016343	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4708-5p		
A_25_P00016347	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4460		
A_25_P00016349	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4650-5p		
A_25_P00016351	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4720-5p		
A_25_P00016355	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-451b		
A_25_P00016357	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548am-3p		
A_25_P00016359	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4645-5p		
A_25_P00016361	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4753-3p		
A_25_P00016363	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4700-5p		
A_25_P00016365	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4717-5p		
A_25_P00016370	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3978		
A_25_P00016372	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4757-5p		
A_25_P00016374	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4493		
A_25_P00016376	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4797-3p		
A_25_P00016378	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4705		
A_25_P00016380	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4523		
A_25_P00016382	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4656		
A_25_P00016384	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4527		
A_25_P00016386	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4794		
A_25_P00016388	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4680-5p		
A_25_P00016390	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3976		
A_25_P00016392	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4697-3p		
A_25_P00016396	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4522		
A_25_P00016398	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4520-2-3p		
A_25_P00016400	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5047		
A_25_P00016402	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4431		
A_25_P00016404	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4529-3p		
A_25_P00016406	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4684-3p		
A_25_P00016408	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3136-3p		
A_25_P00016410	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4724-3p		
A_25_P00016412	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4703-5p		
A_25_P00016414	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4754		
A_25_P00016416	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4427		
A_25_P00016418	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-219b-3p		
A_25_P00016420	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4663		
A_25_P00016422	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3194-3p		
A_25_P00016424	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4438		
A_25_P00016426	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1273g-5p		
A_25_P00016428	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3124-3p		
A_25_P00016430	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4798-3p		
A_25_P00016432	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4638-5p		
A_25_P00016434	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4755-3p		
A_25_P00016436	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3156-3p		
A_25_P00016438	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4707-3p		
A_25_P00016442	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4671-3p		
A_25_P00016444	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4682		
A_25_P00016453	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4681		
A_25_P00016455	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4696		
A_25_P00016457	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4671-5p		
A_25_P00016459	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4495		
A_25_P00016461	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ab		
A_25_P00016463	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4679		
A_25_P00016465	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4748		
A_25_P00016467	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4752		
A_25_P00016469	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4756-5p		
A_25_P00016471	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4763-5p		
A_25_P00016473	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4642		
A_25_P00016477	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4783-5p		
A_25_P00016479	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4776-5p		
A_25_P00016483	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4674		
A_25_P00016485	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3177-5p		
A_25_P00016487	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4526		
A_25_P00016489	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4533		
A_25_P00016491	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4770		
A_25_P00016493	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4659b-3p		
A_25_P00016495	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3157-3p		
A_25_P00016497	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4732-5p		
A_25_P00016499	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4432		
A_25_P00016504	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4762-5p		
A_25_P00016506	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4511		
A_25_P00016510	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4694-3p		
A_25_P00016512	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4677-3p		
A_25_P00016514	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2681-5p		
A_25_P00016516	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4772-5p		
A_25_P00016518	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4775		
A_25_P00016522	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4475		
A_25_P00016524	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4712-3p		
A_25_P00016526	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4720-3p		
A_25_P00016528	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4524a-3p		
A_25_P00016530	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4756-3p		
A_25_P00016532	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3117-5p		
A_25_P00016534	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3688-5p		
A_25_P00016536	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4714-5p		
A_25_P00016541	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4477b		
A_25_P00016543	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4452		
A_25_P00016545	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4708-3p		
A_25_P00016547	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4436a		
A_25_P00016550	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4795-3p		
A_25_P00016552	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4768-5p		
A_25_P00016554	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4733-3p		
A_25_P00016556	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4683		
A_25_P00016558	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4536-5p		
A_25_P00016560	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4468		
A_25_P00016564	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4738-5p		
A_25_P00016566	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3682-5p		
A_25_P00016568	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4691-3p		
A_25_P00016570	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4776-3p		
A_25_P00016572	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4657		
A_25_P00016574	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4439		
A_25_P00016576	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4743-5p		
A_25_P00016578	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4513		
A_25_P00016580	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4425		
A_25_P00016584	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3942-3p		
A_25_P00016586	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4650-3p		
A_25_P00016590	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4735-3p		
A_25_P00016592	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4658		
A_25_P00016594	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4768-3p		
A_25_P00016596	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4715-3p		
A_25_P00016598	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4662b		
A_25_P00016600	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4662a-3p		
A_25_P00016602	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548an		
A_25_P00016604	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ac		
A_25_P00016606	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ah-5p		
A_25_P00016610	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4722-5p		
A_25_P00016613	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4714-3p		
A_25_P00016615	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3925-3p		
A_25_P00016619	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4731-5p		
A_25_P00016627	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4733-5p		
A_25_P00016631	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4697-5p		
A_25_P00016638	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3677-5p		
A_25_P00016640	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4700-3p		
A_25_P00016642	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4737		
A_25_P00016644	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4732-3p		
A_25_P00016648	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4690-3p		
A_25_P00016650	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4498		
A_25_P00016652	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4736		
A_25_P00016654	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4758-5p		
A_25_P00016656	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4519		
A_25_P00016658	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4537		
A_25_P00016663	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4744		
A_25_P00016665	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4504		
A_25_P00016667	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4482-5p		
A_25_P00016669	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4781-5p		
A_25_P00016671	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4798-5p		
A_25_P00016673	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3619-3p		
A_25_P00016677	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4715-5p		
A_25_P00016681	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4727-5p		
A_25_P00016685	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4654		
A_25_P00016687	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3127-3p		
A_25_P00016689	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1269b		
A_25_P00016691	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378h		
A_25_P00016695	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4764-3p		
A_25_P00016699	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4640-5p		
A_25_P00016703	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4688		
A_25_P00016711	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4655-3p		
A_25_P00016713	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4725-3p		
A_25_P00016717	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4417		
A_25_P00016722	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4691-5p		
A_25_P00016728	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4793-5p		
A_25_P00016730	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4494		
A_25_P00016732	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4435		
A_25_P00016736	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2467-3p		
A_25_P00016738	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4719		
A_25_P00016740	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4740-5p		
A_25_P00016742	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4695-5p		
A_25_P00016744	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4675		
A_25_P00016746	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3187-5p		
A_25_P00016748	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4751		
A_25_P00016750	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4724-5p		
A_25_P00016752	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4655-5p		
A_25_P00016754	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-219b-5p		
A_25_P00016756	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3689d		
A_25_P00016760	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4488		
A_25_P00016766	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4429		
A_25_P00016768	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4444		
A_25_P00016770	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4508		
A_25_P00016772	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5095		
A_25_P00016776	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4638-3p		
A_25_P00016779	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4489		
A_25_P00016782	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4659a-3p		
A_25_P00016784	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4662a-5p		
A_25_P00016786	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4636		
A_25_P00016789	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4760-5p		
A_25_P00016793	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3973		
A_25_P00016795	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4685-3p		
A_25_P00016797	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4420		
A_25_P00016799	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4517		
A_25_P00016801	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4769-5p		
A_25_P00016803	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4711-5p		
A_25_P00016807	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4660		
A_25_P00016809	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4648		
A_25_P00016811	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4430		
A_25_P00016813	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4478		
A_25_P00016815	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4781-3p		
A_25_P00016817	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4649-5p		
A_25_P00016819	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4521		
A_25_P00016821	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4742-3p		
A_25_P00016823	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4722-3p		
A_25_P00016825	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4487		
A_25_P00016827	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4479		
A_25_P00016829	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4418		
A_25_P00016831	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4779		
A_25_P00016833	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4668-3p		
A_25_P00016835	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3074-5p		
A_25_P00016839	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4747-3p		
A_25_P00016841	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4728-3p		
A_25_P00016843	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4667-3p		
A_25_P00016845	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4753-5p		
A_25_P00016847	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3121-5p		
A_25_P00016851	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378g		
A_25_P00016853	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378f		
A_25_P00016855	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4644		
A_25_P00016857	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3152-5p		
